id;% ??;PREZZO LISTINO 2008;PREZZO LISTINO 2009;LISTINO 2010;% ??;LISTINO 2011;% ??;LISTINO 2012;IMMAGINE;TIPO MATERIALE O TESSUTO;BARCODE;NS. ART.;DESCRIZIONE;CODICE FORNITORE;DESCRIZIONE IN INGLESE;COLOUR ;FABRIC - GLASS;DIMENSIONI ARTICOLO Cm.;VOLUME IMBALLO m³;PZ. IMB.;DIMENSIONI IMBALLO Cm.;COSTO FOB 2012 USD;COSTO FOB 2012 EUR; CALCOLO 30 CBM ; CALCOLO 68 CBM ;Q.tà per container;;Trasp.;DAZI USD;PREZZO LISTINO 2011 DA ARROT.;COSTO EUR TRASPORTO COMPRESO 2011;PESO ART. Kg.;PESO IMBALLO Kg.;FORNITORE;COSTO FOB 2008 USD;COSTO FOB 2009 USD;COSTO FOB 2009 EUR;COSTO FOB 2010 USD;COSTO FOB 2010 EUR;a;b;c
427;3,37;707;757,7;757,7;-3,26;783,2;-0,22;784,9;; 270 GR.;;46234;OMBRELLONE AVERNO CM. 300X300 COLOR VERDE;;"3X3M WOODEN FREE POLE UMBRELLA W/FLAP
W/360ºROTATING MECHANISM
W/HANDLE QUTO LOCKED CARNK MECHNISM 
8RIBS IN SIZE OF 20X35X(2090+750+1497+723)MM
2PCS POLE IN SIZE OF DIA93X93X(2200+2200)MM
WOOD MATERIAL:NYATOH WOOD
WOOD FINISH:OIL FINISH
W/WOODEN HUB&RUNNER:DIA140MM
COVER:270G/M2 POLYESTER W/GENERIC WATER REPELLENT 
PACKING:CARTON FOR UMBRELLA:
REMARK: POLE CONNECTOR & CROSS BASE ARE IN STEEL IN POWDER COATING.
cross base size 90X12XH8.3CM COVER WITH BAND IN BLACK COLOR";VERDE SCURO;GREEN COLOR cross base size 90X12XH8.3CM;300x300 cm;0,273;1 pezzo x 2 scatole;242x22x22 cm 242x34x19 cm;210,89;161,99;;249;250;;24;12,65;784,87;185,99;13,5 48;14,9 49;PCA;183,75;;150;195;148,32;;;OMBRELLONE
428;4,8;775,5;787,9;787,9;-4,58;825,7;-0,25;827,8;; 270 GR. ECRU';;46237;OMBRELLONE AVERNO CM. 300X400 COLOR ECRU';;"3X4M WOODEN FREE POLE UMBRELLA W/FLAP
W/360ºROTATING MECHANISM
W/HANDLE QUTO LOCKED CARNK MECHNISM 
8RIBS IN SIZE OF 20X35X(2460+940+2000+920+1525+900)MM
2PCS POLE IN SIZE OF DIA93X93X(2200+2200)MM
WOOD MATERIAL:NYATOH WOOD
WOOD FINISH:OIL FINISH
WOODEN HUB & RUNNER:DIA140MM
COVER:270G/M2 POLYESTER W/GENERIC WATER REPELLENT 
PACKING: CARTONFOR UMBRELLA:
REMARK: POLE CONNECTOR & CROSS BASE ARE IN STEEL IN POWDER COATING
cross base size 90X12XH8.3CM COVER WITH BAND IN BLACK COLOR";ECRU'; NATURAL COLOR cross base size 90X12XH8.3CM;300x400 cm;0,282;1 pezzo x 2 scatole;234x35x18 cm 280x22x22 cm;221,7;170,29;;241;232;;25,86;13,3;827,77;196,15;17,8 48;18,8 49;PCA;202,65;;155,24;205;155,93;;;OMBRELLONE
429;4,8;775,5;787,9;787,9;-4,58;825,7;0,19;824,1;; 270 GR. VERDE;;46238;OMBRELLONE AVERNO CM. 300X400 COLOR VERDE;;"3X4M WOODEN FREE POLE UMBRELLA W/FLAP
W/360ºROTATING MECHANISM
W/HANDLE QUTO LOCKED CARNK MECHNISM 
8RIBS IN SIZE OF 20X35X(2460+940+2000+920+1525+900)MM
2PCS POLE IN SIZE OF DIA93X93X(2200+2200)MM
WOOD MATERIAL:NYATOH WOOD
WOOD FINISH:OIL FINISH
WOODEN HUB & RUNNER:DIA140MM
COVER:270G/M2 POLYESTER W/GENERIC WATER REPELLENT 
PACKING: CARTONFOR UMBRELLA:
REMARK: POLE CONNECTOR & CROSS BASE ARE IN STEEL IN POWDER COATING cross base size 90X12XH8.3CM COVER WITH BAND IN BLACK COLOR
";VERDE SCURO; GREEN COLOR cross base size 90X12XH8.3CM;300x400 cm;0,282;1 pezzo x 2 scatole;243x35x18 cm 280x22x22 cm;221,7;170,29;;241;240;;25;13,3;824,13;195,29;17,8 48;18,8 49;PCA;202,65;;155,24;205;155,93;;;OMBRELLONE
430;;;;;;686,5;-4,97;722,4;;;;42520;AMACA CON SUPPORTO ACAPULCO CM 410X95X152 H FSC ;PCA-HB-L DOUBLE;"Hammock bed with wooden arc Hammock stand, SPECIFICATION OF WOODEN ARC HAMMOCK:
FRAME OPEN SIZE:L4100XW980XH1450MM WOOD MATERIAL:FSC EUCALYPTUS BEND WOOD
WOOD FINISH:PAINT IN NATURAL COLOR
WOOD BEAM SIZE:70X100MM
W/TRIPLE SCREW SYSTEM
SPECIFICATION OF HAMMOCK BED:
BED SIZE:W1300XL2400MM
FABRIC:310G/M2 SPUNPOLY IN SOLID COLOR
W/TWO LAYERS FABRIC AND FOAM INSIDE
BEARABLE LOAD: 200KGS STAINLESS STEEL HARDWARE SPECIFICATION OF PILLOW: 230G/M2 POLYESTER W/WATER REPELLENT W/ZIPPER";ECRU';FSC WOOD NATURAL FABRIC;400x98x145;0,26;1;196*38*35;156,45;126,97;115;262;262;;22,9;18,77;722,4;149,87;;;PCA;;;;;13,41;;;AMACA
431;;;;;;503,3;-0,65;506,6;;;;42500;AMACA CON SUPPORTO RIO CM 383X89X120 H FSC ;PCA-HB- M SIMPLE;"Hammock bed with wooden arc Hammock stand; SPECIFICATION OF WOODEN ARC HAMMOCK:
FRAME OPEN SIZE:L3850XW890XH1200MM
WOOD MATERIAL:FSC EUCALYPTUS BEND WOOD
WOOD FINISH:PAINT IN NATURAL COLOR
WOOD BEAM SIZE:60X80MM
W/TRIPLE SCREW SYSTEM
SPECIFICATION OF HAMMOCK BED: 
BED SIZE:W1200XL2200MM
FABRIC:310G/M2 SPUNPOLY IN SOLID COLOR W/TWO LAYERS FABRIC AND FOAM INSIDE BEARABLE LOAD: 200KGS
 STAINLESS STEEL HARDWARE SPECIFICATION OF PILLOW: 230G/M2 POLYESTER W/WATER REPELLENT W/ZIPPER ";ECRU';FSC WOOD NATURAL FABRIC;385x89x120 ;0,168;1;176x32x30;111,3;90,33;179;405;406;;14,78;13,36;506,62;105,11;;;PCA;;;;;9,54;;;AMACA
432;;;;;;184,1;7,79;170,8;;;;42620;AMACA CARACAS CM 130X240;HAMMOCK BED ONLY-L WITH/O PILLOW;"HAMMOCK BED ONLY-L
BED SIZE: W1300XL2400MM
MATERIAL: 310 g/m2 SPUNPOLY WITH 2LAYERS FABRIC & FOAM INSIDE
WOODEN: EUCALYPTUS BEND WOOD 
WOOD FINISH: PAINT IN NATURAL COLOR
WOODEN SIZE: 33X21CM
WITH S/S HOOKS
";ECRU';NATURAL FABRIC;130X230;0,069;1;143x22x22;35,7;28,97;435;986;928;;6,47;4,28;170,82;35,44;;;PCA;;;;36,5;29,13;;;AMACA
433;;;;;;169,7;15,36;147,1;;;;42600;AMACA PANAMA CM 120X220;HAMMOCK BED ONLY-M WITH/O PILLOW;"HAMMOCK BED ONLY-M
BED SIZE: W1200XL2200MM
MATERIAL: 310 g/m2 SPUNPOLY WITH 2LAYERS FABRIC & FOAM INSIDE
WOODEN: EUCALYPTUS BEND WOOD 
WOOD FINISH: PAINT IN NATURAL COLOR
WOODEN SIZE: 33X21CM
WITH S/S HOOKS
";ECRU';NATURAL FABRIC;120X230;0,052;1;130x20x20;31,91;25,9;577;1.308;1300;;4,62;3,83;147,07;30,51;;;PCA;;;;33;26,31;;;AMACA
434;;;;;;1336,6;-1,8;1361,1;;;;46250;OMBRELLONE NEMI CM. 300X300 MM. 93X93 COLOR ECRU';PCA-AHUB-3030;"
3X3M ALUM FREE POLE UMBRELLA W/FLAP COVER WITH BAND BLACK COLOR
BASE WEIGHT:50KG/PC 2PCS/100KGS
8PCS ALUM. RIBS IN SIZE OF 20X30X(2090+750+1497+723)MM(T1.0MM)
2PCS ALUM.POLE IN SIZE OF DIA 93X93X(2200+2200)MM
W/ALUM HUB & RUNNER:DIA110MM
W/FULL ALUM PROTECTOR ON HUB & RUNNER
W/16PCS “U” SHAPE S/S BRACKET ON HUB & RUNNER
W/LEATHER PATCHES UNDER COVER
COVER:310G/M2 SPUNPOLY
PACKING:CARTON FOR UMBRELLA:
CARTON FOR UMBRELLA BASE: 
REINFORCED RIBS AND SS HARDWARE















";310g/m2 spunpoly ss hardware;;3x3m;0,39;1;"1PC/3CTNS 243X34X19 CM
 /237X22X22CM
/114X82.5X7CM


1PC/ 2CTN /57X57X14CM (H)";322,87;248;77;174;160;;34,38;19,37;1.361,06;282,38;;;PCA;;;;;;;;OMBRELLONE
435;;;;;;1482;;1505,2;;;;46255;OMBRELLONE NEMI CM. 300X400 MM. 93X93 COLOR ECRU';PCA-AHUB-3040;"
3X4M ALUM FREE POLE UMBRELLA W/FLAP
COVER WITH BAND BLACK COLOR BASE WEIGHT:50KG/PC 2PCS/100KGS
8PCS ALUM. RIBS IN SIZE OF 20X30X(2460+940+2000+920+1525+900)MM(T1.0MM)
2PCS ALUM.POLE IN SIZE OF DIA 93X93X(2200+2200)MM
W/ALUM HUB & RUNNER:DIA110MM
W/FULL ALUM PROTECTOR ON HUB & RUNNER
W/16PCS “U” SHAPE S/S BRACKET ON HUB & RUNNER
W/LEATHER PATCHES UNDER COVER
COVER:310G/M2 SPUNPOLY 
PACKING:CARTON FOR UMBRELLA:
CARTON FOR UMBRELLA BASE: 

REINFORCED RIBS AND SS HARDWARE














";310g/m2 spunpoly ss hardware;;3x4m;0,406;1;"1PC/3CTNS/223X34X17CM
 /274X21X21CM
/114X82.5X7CM


1PC/ 1CTN /57X57X14CM (H)X2PCS";355,42;273;74;167;140;;39,29;21,33;1.505,24;312,29;;;PCA;;;;;;;;OMBRELLONE
436;;;;;;33,6;;33,7;;;;45008;COPERTURA PER OMBRELLONE A BRACCIO 3X3 M;;NIGHT COVER FOR HANGING UMBRELLA 3X3M;PVC +NYLON STORAGER BAG IN KHAKI COLOR;;;0,0182;1;65X28X10;7,46;5,78;1.648;3.736;5000;;1,2;0,52;33,66;6,98;;;PCA;;;;;;;;
437;;;;;;35,1;;35,2;;;;45010;COPERTURA PER OMBRELLONE A BRACCIO 3X4 M;;NIGHT COVER FOR HANGING UMBRELLA 3X4M;PVC +NYLON STORAGER BAG IN KHAKI COLOR;;;0,0182;1;65X28X10;7,88;6,11;1.648;3.736;5000;;1,2;0,55;35,23;7,31;;;PCA;;;;;;;;
438;;;;;;29,8;;34;;;;45000;COPERTURA PER OMBRELLONE A PALO CENTRALE 2X3 M;;NIGHT COVER FOR CENTRAL POLE UMBRELLA 2X3M;PVC +NYLON STORAGER BAG IN KHAKI COLOR;;;0,0182;1;65X28X10;7,56;5,86;1.648;3.736;5000;;1,2;0,53;34,04;7,06;;;PCA;;;;;;;;
439;;;;;;34;;34,8;;;;45002;COPERTURA PER OMBRELLONE A PALO CENTRALE 3X3 M;;NIGHT COVER FOR CENTRAL POLE UMBRELLA 3X3M;PVC +NYLON STORAGER BAG IN KHAKI COLOR;;;0,0182;1;65X28X10;7,77;6,02;1.648;3.736;5000;;1,2;0,54;34,82;7,22;;;PCA;;;;;;;;
440;;;;;;34,8;;29,6;;;;45004;COPERTURA PER OMBRELLONE A PALO CENTRALE 3 M;;NIGHT COVER FOR CENTRAL POLE UMBRELLA 3M;PVC +NYLON STORAGER BAG IN KHAKI COLOR;;;0,0182;1;65X28X10;6,38;4,95;1.648;3.736;5000;;1,2;0,45;29,63;6,15;;;PCA;;;;;;;;
441;;;;;;35,7;;35,5;;;;45006;COPERTURA PER OMBRELLONE A PALO CENTRALE 3X4 M;;NIGHT COVER FOR CENTRAL POLE UMBRELLA 3X4M;PVC +NYLON STORAGER BAG IN KHAKI COLOR;;;0,0182;1;65X28X10;7,94;6,16;1.648;3.736;5000;;1,2;0,56;35,46;7,36;;;PCA;;;;;;;;
442;5,94;46,4;50,5;52,1;-2,62;53,5;15,3;46,4;;COLORE BIANCO;;46310;BASE OMBRELLONE GIOVE KG. 15 DIAM.  41 cm. CON TUBO INOX COLOR BIANCO;G1-15;umbrella round stand Kg. 15 tube specification mm 280x diam.  48 x 1.2 ring adapters diam. 38 diam. 35 diam. 30;WHITE;STAINLESS STEEL TUBE - RUBBER SHIM ;diam.  41,5 cm;0,028;1;54x47,5x11 cm;9,38;7;1.064;;900;;4;0,28;46,42;11;15 kg;17kg;TONGY;8,72;9,41;6,55;9,32;6,86;;;BASE OMBRELLONE CEMENTO
443;5,94;46,4;50,5;52,1;-2,62;53,5;14,56;46,7;;COLORE ANTRACITE;;46312;BASE OMBRELLONE GIOVE KG. 15 DIAM.  41 cm. CON TUBO INOX COLOR ANTRACITE;B1-15;umbrella round stand Kg. 15 tube specification mm 280x diam.  48 x 1.2 ring adapters diam. 38 diam. 35 diam. 30;BLACK;STAINLESS STEEL TUBE - RUBBER SHIM ;diam.  41,5 cm;0,028;1;54x47,5x11 cm;9,22;6,88;1.071;;900;;4;0,28;46,68;10,88;15 kg;17 kg;TONGY;8,45;9,12;6,35;9,03;6,65;;;BASE OMBRELLONE CEMENTO
444;6,03;73,4;81,2;83,9;-2,56;86,1;14,95;74,9;;COLORE BIANCO;;46320;BASE OMBRELLONE GIOVE KG. 30 DIAM.  50 cm. CON TUBO INOX E PIEDINI IN GOMMA COLOR BIANCO;G1-30;umbrella round stand Kg. 30 tube specification mm 300x diam.  58 x 1.2 ring adapters diam. 48 diam. 38 diam. 35;WHITE;STAINLESS STEEL TUBE - RUBBER SHIM 4PCS/SET TO REPLACE THE WHEELS;diam.  50 cm;0,044;1;59,5x57x13 cm;15,34;11,45;682;;572;;6,29;0,46;74,88;17,74;30 kg;32 kg;TONGY;14,29;15,43;10,74;15,28;11,24;;;BASE OMBRELLONE CEMENTO
445;6,03;73,4;81,2;83,9;-2,56;86,1;14,04;75,5;;COLORE ANTRACITE;;46322;BASE OMBRELLONE GIOVE KG. 30 DIAM.  50 cm. CON TUBO INOX E PIEDINI IN GOMMA COLOR ANTRACITE;B1-30;umbrella round stand Kg. 30 tube specification mm 300x diam.  58 x 1.2 ring adapters diam. 48 diam. 38 diam. 35;BLACK;STAINLESS STEEL TUBE - RUBBER SHIM 4PCS/SET TO REPLACE THE WHEELS;diam.  50 cm;0,044;1;59,5x57x13 cm;15,12;11,29;682;;572;;6,29;0,45;75,5;17,58;30 kg;32 kg;TONGY;13,8;14,91;10,38;14,76;10,87;;;BASE OMBRELLONE CEMENTO
446;6,21;127,1;135,2;139,8;-2,65;143,6;11,06;129,3;;COLORE BIANCO;;46340;BASE OMBRELLONE GIOVE KG. 50 DIAM.  58 cm. CON TUBO INOX E PIEDINI IN GOMMA COLOR BIANCO;G1-50;umbrella round stand Kg. 50 tube specification mm 315x diam.  70 x 1.5 ring adapters diam. 58 diam. 48 diam. 38;WHITE;STAINLESS STEEL TUBE - RUBBER SHIM 4PCS/SET TO REPLACE THE WHEELS;diam.  58 cm;0,084;1;68x65x19 cm;27,08;20,21;357;;384;;9,38;0,81;129,29;29,59;50 kg;52 kg;TONGY;24,34;26,29;18,31;26;19,15;;;BASE OMBRELLONE CEMENTO
447;6,29;127,1;135,1;139,8;-2,65;143,6;10,21;130,3;;COLORE ANTRACITE;;46342;BASE OMBRELLONE GIOVE KG. 50 DIAM.  58 cm. CON TUBO INOX E PIEDINI IN GOMMA COLOR ANTRACITE;B1-50;umbrella round stand Kg. 50 tube specification mm 315x diam.  70 x 1.5 ring adapters diam. 58 diam. 48 diam. 38;BLACK;STAINLESS STEEL TUBE - RUBBER SHIM 4PCS/SET TO REPLACE THE WHEELS;diam.  58 cm;0,084;1;68x65x19 cm;26,55;19,82;357;;384;;9,38;0,8;130,31;29,19;50 kg;52 kg;TONGY;23,43;25,3;17,63;25,05;18,46;;;BASE OMBRELLONE CEMENTO
448;5,95;72,9;79;81,7;-2,39;83,7;14,5;73,1;;COLORE BIANCO;;46330;BASE OMBRELLONE NETTUNO KG. 25 45X45 CM. CON TUBO INOX E PIEDINI IN GOMMA COLOR BIANCO ;SQ-G1-25;umbrella square stand Kg. 25 tube specification mm 280x diam.  58 x 1.2 ring adapters diam. 48 diam. 38 diam. 35;WHITE;STAINLESS STEEL TUBE - RUBBER SHIM 4PCS/SET TO REPLACE THE WHEELS;45X45;0,039;1;51X51X15;13,66;10,2;769;;640;;5,63;0,41;73,09;15,82;25 kg;26 kg;TONGY;12,57;13,62;9,48;13,48;9,92;;;BASE OMBRELLONE CEMENTO
449;5,82;72,9;79,1;81,7;-2,39;83,7;13,72;73,6;;COLORE ANTRACITE;;46332;BASE OMBRELLONE NETTUNO KG. 25 cm. 45X45 CON TUBO INOX E PIEDINI IN GOMMA COLOR ANTRACITE;SQ-B1-25;umbrella square stand Kg. 25 tube specification mm 280x diam.  58 x 1.2 ring adapters diam. 48 diam. 38 diam. 35;BLACK;STAINLESS STEEL TUBE - RUBBER SHIM 4PCS/SET TO REPLACE THE WHEELS;45X45;0,039;1;51X51X15;13,39;9,99;769;;640;;5,63;0,4;73,64;15,62;25 kg;26 kg;TONGY;12,18;13,16;9,16;13,03;9,59;;;BASE OMBRELLONE CEMENTO
450;10,64;12,5;14,1;15;-3,85;15,6;-1,27;15,8;;ZINCATE CON FRENO;;46390;SET 4 RUOTE OPTIONAL PER: BASE GIOVE KG 30 E 50 BASE NETTUNO KG 25;WHEELS;Wheels;;;;;1;;3,39;2,53;#DIV/0!;#DIV/0!;;;0,1;0,1;15,83;2,63;;;TONGY;3,02;3,27;2,28;3,27;2,41;;;
451;-53,63;56,5;70,3;57,5;76,38;32,6;38,72;23,5;;COLORE ANTRACITE;;46360; PIASTRA SATURNO 1 PEZZO DA KG. 30 PER NOSTRI OMBRELLONI A BRACCIO IN LEGNO;SA-B1-30;NB: QUOTAZIONE SENZA TUBE, RUBBER, WHEELS, MA CON PALLET ;ANTRACITE;;47x47x65 cm;0,036 cbm;1;55x55x12 cm;;0;;;640;;5,63; - ;23,46;5,63;30 kg;31 kg;TONGY;9,49;8,79;5,94;;0;;;
452;;;73,7;80,1;;80,1;1,39;79;;;;46392;PIASTRA URANO IN GRANITO PER OMBRELLONE KG.38;;;;;;;;;16;12,29;;;600;;6;0,96;79,01;18,29;;;PCA;;;;14;10,69;;;
453;-55,8;68,7;73,3;;-100;32,4;39,06;23,3;;;;46361;PIASTRA IN GRANITO PER OMBRELLONE;;43X43XH7.8CM,38KGS;;;;0,046;1;62X62X12;;0;;;664;;5,42; - ;23,31;5,42;39;40;PCA;12,5;;9,35;;0;;;
454;12,7;37,8;47,6;41,8;-1,88;42,6;#DIV/0!;;;;;46410;GAZEBO ADIGE COLOR BIANCO 200X200 X250 H ;LP-002 2x2;Gazebo 200x200 - H 250 Frame material: white powder coated steel tube, dia 25/19/19 mm Roof cover material: 140g/m3 PE strehgnten PE joints with guy ropes, ground pegs with holes;white;PE 140 GR. BIANCO;200x200 - h. 250;0,022 cbm;1;112x14x14 ;;0;;;3052;;1,97;0;8,24;1,97;6;6,5;JINHUA UNIVERSE;7,74;12,85;8,68;10,08;7,2;;;GAZEBO
455;12,7;37,8;47,6;41,8;-1,88;42,6;#DIV/0!;;;;;46414;GAZEBO ADIGE COLOR BIANCO /VERDE 200X200 X250 H ;LP-002 2x2;Gazebo 200x200 - H 250 Frame material: white powder coated steel tube, dia 25/19/19 mm Roof cover material: 140g/m3 PE strehgnten PE joints with guy ropes, ground pegs with holes;white/green;PE 140 GR. RIGATO BIANCO/VERDE;200x200 - h. 250;0,022 cbm;1;112x14x14;;0;;;3052;;1,97;0;8,24;1,97;6;6,5;JINHUA UNIVERSE;7,74;12,85;8,68;10,08;7,2;;;GAZEBO
456;-1,37;43,7;52,7;46,8;8,58;43,1;#DIV/0!;;;;;46420;GAZEBO ADIGE COLOR BIANCO 200X300X250 H;LP-002 2x3;Gazebo 200x300 - H 250 Frame material: white powder coated steel tube, dia 25/19/19 mm Roof cover material: 140g/m3 PE strehgnten PE joints with guy ropes, ground pegs with holes;white;PE 140 GR. BIANCO;200x300 - h. 250;0,024 cbm;1;112x14x15;;0;;;2849;;2,11;0;8,8;2,11;6,5;7;JINHUA UNIVERSE;9,12;14,17;9,57;11,42;8,16;;;GAZEBO
457;8,7;43,7;52,7;46,8;-1,47;47,5;#DIV/0!;;;;;46424;GAZEBO ADIGE COLOR BIANCO /VERDE 200X300X250 H;LP-002 2x3;Gazebo 200x300 - H 250 Frame material: white powder coated steel tube, dia 25/19/19 mm Roof cover material: 140g/m3 PE strehgnten PE joints with guy ropes, ground pegs with holes ;white /green;PE 140 GR. RIGATO BIANCO/VERDE;200x300 - h. 250;0,024 cbm;1;112x14x15 ;;0;;;2849;;2,11;0;8,8;2,11;;;JINHUA UNIVERSE;10,9;14,17;9,57;11,42;8,16;;;GAZEBO
458;10,59;47,2;58,1;51,5;-1,34;52,2;#DIV/0!;;;;;46430;GAZEBO ADIGE COLOR BIANCO 300X300X250 H;LP-002 3x3;Gazebo 300x300 - H 250 Frame material: white powder coated steel tube, dia 25/19/19 mm Roof cover material: 140g/m3 PE strehgnten PE joints with guy ropes, ground pegs with holes ;white;PE 140 GR. BIANCO;300x300 - h. 250;0,025 cbm;1;112x14x16 ;;0;;;2671;;2,25;0;9,4;2,25;;;JINHUA UNIVERSE;9,96;15,6;10,54;12,64;9,03;;;GAZEBO
459;10,59;47,2;58,1;51,5;-1,34;52,2;#DIV/0!;;;;;46434;GAZEBO ADIGE COLOR BIANCO /VERDE 300X300X250 H;LP-002 3x3;Gazebo 300x300 - H 250 Frame material: white powder coated steel tube, dia 25/19/19 mm Roof cover material: 140g/m3 PE strehgnten PE joints with guy ropes, ground pegs with holes;white/green;PE 140 GR. RIGATO BIANCO/VERDE;300x300 - h. 250;0,025 cbm;1;112x14x16 ;;0;;;2671;;2,25;0;9,4;2,25;;;JINHUA UNIVERSE;12;15,6;10,54;12,64;9,03;;;GAZEBO
460;-79,58;86,7;107,3;89,7;406,78;17,7;#DIV/0!;;;;;46457;GAZEBO POLIESTERE 300X400 H.250;LP-027;"Gazebo
Size:3x4m 
Steel tube:dia 32/25/19 mm
Hook plastic joints 
Cover:160g/m2 waterproof polyester";;PE 140 GR. ECRU';300x400 - h. 250;0,04 cbm;1;115x16x22 ;;0;;;1655;;3,63;0;15,17;3,63;;14 Kg;JINHUA UNIVERSE;22,5;29,25;19,76;22,39;15,99;;;GAZEBO
461;-79,58;86,7;107,3;89,7;406,78;17,7;#DIV/0!;;;;;46458;GAZEBO POLIESTERE 300X400 H.250;LP-027;;;PE 140 GR. VERDE;300x400 - h. 250;0,04 cbm;1;115x16x22 ;;0;;;1655;;3,63;0;15,17;3,63;;14 Kg;JINHUA UNIVERSE;22,5;29,25;19,76;22,39;15,99;;;GAZEBO
462;24,03;136,9;169,8;169,8;0;169,8;#DIV/0!;;;;;46472;GAZEBO RENO COLOR BIANCO CM. 300X300X250;DP-003;Foldable Gazebo 300x300 H. 250 Frame : ALU square tube 25x25/20x20/10x20 mm Cover: 280d polyester with PVC coating with 600D polyester carry bag with holes;;POLIESTERE/PVC IDROREPELLENTE 280 GR. BIANCO;300x300 - h. 250;0,05;1;123x20x20 cm;;0;;1.360;1360;;4,41;0;18,96;4,41;8;9;JINHUA UNIVERSE;32,86;46,44;31,38;37,8;27;;;GAZEBO
463;24,03;136,9;169,8;169,8;0;169,8;#DIV/0!;;;;;46470;GAZEBO RENO COLOR BLU CM. 300X300X250;DP-003;Foldable Gazebo 300x300 H. 250 Frame : ALU square tube 25x25/20x20/10x20 mm Cover: 280d polyester with PVC coating with 600D polyester carry bag with holes;;POLIESTERE/PVC IDROREPELLENTE 280 GR. BLU;300x300 - h. 250;0,05;1;123x20x20 ;;0;;1.360;1360;;4,41;0;18,96;4,41;8;9;JINHUA UNIVERSE;35,72;46,44;31,38;37,8;27;;;GAZEBO
464;24,03;136,9;169,8;169,8;0;169,8;#DIV/0!;;;;;46474;GAZEBO RENO COLOR VERDE CM. 300X300X250;DP-003;Foldable Gazebo 300x300 H. 250 Frame : ALU square tube 25x25/20x20/10x20 mm Cover: 280d polyester with PVC coating with 600D polyester carry bag with holes;;POLIESTERE/PVC IDROREPELLENTE 280 GR. VERDE;300x300 - h. 250;0,05;1;123x20x20 ;;0;;1.360;1360;;4,41;0;18,96;4,41;8;9;JINHUA UNIVERSE;35,72;46,44;31,38;37,8;27;;;GAZEBO
465;17,58;127,4;149,8;149,8;0;149,8;#DIV/0!;;;;;46665;GAZEBO RENO COLOR BIANCO CM. 220X220X240;DP-003;Foldable Gazebo 220x220 H. 240 Frame : ALU square tube 25x25/20x20/10x20 mm Cover: 280d polyester with PVC coating with 600D polyester carry bag with holes;;POLIESTERE/PVC IDROREPELLENTE 280 GR. BIANCO;220x220;0,045;1;123x19x19;;0;;1.511;1511;;3,97;0;17,04;3,97;7;8;JINHUA UNIVERSE;31,6;41,08;27,76;33,25;23,75;;;GAZEBO
466;17,58;127,4;149,8;149,8;0;149,8;#DIV/0!;;;;;46666;GAZEBO RENO COLOR VERDE CM. 220X220X240;DP-003;Foldable Gazebo 220x220 H. 240 Frame : ALU square tube 25x25/20x20/10x20 mm Cover: 280d polyester with PVC coating with 600D polyester ca;;POLIESTERE/PVC IDROREPELLENTE 280 GR. VERDE;220x220;0,045;1;123x19x19;;0;;1.511;1511;;3,97;0;17,04;3,97;7;8;JINHUA UNIVERSE;31,6;41,08;27,76;33,25;23,75;;;GAZEBO
467;5,95;16,8;17,8;;-100;17,8;#DIV/0!;;;;;07703 (C77);SEDIA ALTEA COLOR BLU;S2016;;;POLIESTERE BLU;52x52x90;;6;91x25x31;;0;;;6120;;0,98;;0;;;;WUJI SUNSHINE;3,18;;0;;0;;;MOBILI PER SEDERSI
468;0;44,8;44,8;;-100;44,8;#DIV/0!;;;;;44201;SEDIA CALIPSO COLOR MULTIRIGA VERDE;S2016-5;;;POLIESTERE MULTIRIGA VERDE;60x60x95;;4;97x28x30;;0;;;3400;;1,76;;0;;;;WUJI SUNSHINE;9,1;;0;;0;;;MOBILI PER SEDERSI
469;0;44,8;44,8;;-100;44,8;#DIV/0!;;;;;44202;SEDIA CALIPSO COLOR MULTIRIGA ARANCIO;S2016-5;;;POLIESTERE MULTIRIGA ARANCIO;60x60x95;;4;97x28x30;;0;;;3400;;1,76;;0;;;;WUJI SUNSHINE;9,1;;0;;0;;;MOBILI PER SEDERSI
470;6,34;14,2;15,1;;-100;15,1;#DIV/0!;;;;;44181;SEDIOLINE CUCCIOLI CHIUDIBILI IN ACCIAIO DIAM.  13 ;S2016-2;;;POLIESTERE;38x36x68,5;;8;73x24x31;;0;;;10300;;0,58;;0;;;;WUJI SUNSHINE;2,6;;0;;0;;;MOBILI PER SEDERSI
471;;;;;;47,9;#DIV/0!;;;;;44770;SPIAGGINA CASSANDRA COLOR MULTIRIGA BLU ;XYB-006;ALu tube - Textilene 1x1 KD leg ?25x1.0MM;;TEXFIL BLU;150x52x62;0,135;4;72x57x33;;0;;;2064;;2,91;;0;;;;XINYA;;;;12,2;8,71;;;MOBILI PER SEDERSI
472;;;;;;47,9;#DIV/0!;;;;;44771;SPIAGGINA CASSANDRA COLOR MULTIRIGA ROSSO;XYB-006;ALu tube - Textilene 1x1 KD leg ?25x1.0MM;;TEXFIL ARANCIO;150x52x62;0,135;4;72x57x33;;0;;;2064;;2,91;;0;;;;XINYA;;;;12,2;8,71;;;MOBILI PER SEDERSI
