     1;20120102  ;631.00006;501.00083;Gruppo Fraternita' Consorzio di Coop. Soc. a.r.l.           ;09.15;10.15;     ;     ;   ;  1,00;  ;IIP;          
Apertura anno 2012 per tutte le ditte.  
Creato utente "roberta" per la gestione 
delle ditte AGE, COE, EDI, MOT, VER.    
     2;20120102  ;631.00006;501.00038;Desco srl                                                   ;11.00;11.15;     ;     ;   ;  0,25;  ;IIP;          
Installazione programma conversione file
docx sul pc di Manuela.                 
     3;20120102  ;631.00002;501.00118;Comune di Pontevico                                         ;09.00;09.40;     ;     ;   ;  0,67;  ;IIT;          
Controllo problema PC Luigina           
non fatto eseguire scansione            
disattivato reg booster con autoruns    
scansione antivirus                     
     4;20120102  ;631.00002;501.00002;Fiam s.p.a.                                                 ;08.30;08.45;     ;     ;   ;  0,25;  ;IIT;     35,00
Connessione portatile in rete           
da problemi con wi fi                   
utilizzata rete                         
     5;20120103  ;631.00002;501.00081;Comune di Sulzano                                           ;11.00;11.45;     ;     ;   ;  0,75;  ;IIT;     40,00
Problema conversione dati da compresso  
gz in txt poi in excel, spiegata proc.  
Antonella                               
Connessione server, cercato file di lic.
anche nella posta e in locale           
Mandato indicazioni a Nicole per l'agg. 
della licenza antivirus                 
     6;20120102  ;631.00006;501.00032;General Food spa                                            ;     ;     ;     ;     ;   ;  0,50;  ;IIP;          
Modifica modulo FTK per la GFD con      
l'aggiunta dei campi CIG e CUP.         
     7;20120103  ;         ;501.00209;Barber Trasporti srl                                        ;10.45;11.15;     ;     ;   ;  0,50;  ;IIP;     50,00
Controllo creazione file ricevute       
bancarie.                               
     8;20120103  ;631.00006;501.00063;Zipperr s.r.l.                                              ;11.30;11.45;     ;     ;   ;  0,25;  ;IIP;     45,00
Controllo aggiornamento fattura da      
emissione documento magazzino a contabi-
lità. Il documento non veniva aggiornato
Era già in stato di pagamento.          
     9;20120102  ;631.00006;501.00083;Gruppo Fraternita' Consorzio di Coop. Soc. a.r.l.           ;     ;     ;     ;     ;   ;  0,50;  ;IIP;          
Controllo per la ditta VER la stampa    
della modulistica documenti.            
Problemi stampante. Non installata sul  
pc.                                     
    10;20120103  ;631.00001;501.00137;Cantoni Cuscinetti s.r.l.                                   ;     ;     ;     ;     ;   ;  0,50;  ;IIP;     50,00
chiusura anno 2010, apertura 2012       
    11;20120103  ;631.00002;501.00032;General Food spa                                            ;15.00;16.00;     ;     ;   ;  1,00;  ;IIT;          
Problema connessione Simona:            
controllo versione                      
scaricato FF 901                        
provato aggiornamento prima su server   
fatto verificare se funziona            
Installato agg. anche su PC Simona      
fatto verifcare accessi e funzionamento 
    12;20120103  ;631.00002;501.00002;Fiam s.p.a.                                                 ;08.00;12.00;     ;     ;   ;  4,00;  ;IIO;     35,00
Modifiche BOM:                          
Prezzi nella DB (preso il primo e per   
data)                                   
Inserite informazioni in prezzi e filtro
colorazione articoli non in distinta    
                                        
    13;20120104  ;         ;501.00209;Barber Trasporti srl                                        ;09.45;10.45;     ;     ;   ;  1,00;  ;IIT;          
Installazione nuova versione di avast   
antivirus sul pc di Alice.              
    14;20120109  ;631.00002;501.00002;Fiam s.p.a.                                                 ;08.30;09.00;     ;     ;   ;  0,50;  ;IIT;     35,00
Problema Laura account imap per elimina.
e inoltro                               
forzata posizione casella cestino e sent
sui 3 account                           
riavviato server openerp,risutava spento
brutalmente                             
    15;20120110  ;631.00002;501.00002;Fiam s.p.a.                                                 ;09.30;10.00;     ;     ;   ;  0,50;  ;IIT;     35,00
Problema invio posta con blat, segnalato
da Davide, controllo esportazione mexal 
controllo conversione, verifica invio   
da errore su server SMTP, controllo par.
risulta attivo ancora il vecchio server 
sostituito con quello di mediamente     
prove invio                             
    16;20120110  ;631.00006;501.00084;Scriba Brescia s.r.l.                                       ;16.30;16.45;     ;     ;   ;  0,25; 1;IIP;     45,00
Copia azienda GRE perchè gestiva 10 anni
di attività (ZGE).                      
Apertura anno 2012 per GRE.             
    17;20120110  ;631.00001;501.00032;General Food spa                                            ;     ;     ;     ;     ;   ;  2,00;  ;IIP;          
elaborazione libro inventari 2010       
    18;20120110  ;631.00001;501.00002;Fiam s.p.a.                                                 ;     ;     ;     ;     ;   ;  3,50;  ;IIP;     35,00
estrazione dati per stampa progressivi  
di magazzino                            
    19;20120110  ;631.00001;501.00002;Fiam s.p.a.                                                 ;     ;     ;     ;     ;   ;  0,50;  ;IIP;     35,00
riorganizzazione archivi mov. magazzino 
di tutti gli anni più altri files di    
magazzino                               
    20;20120111  ;631.00001;501.00032;General Food spa                                            ;     ;     ;     ;     ;   ;  1,00;  ;IIP;          
estrazione dati adp per gdf, trasferim. 
e troncamento codici                    
    21;20120110  ;631.00006;501.00167;GF Consulting Impresa Sociale                               ;     ;     ;     ;     ;   ;  1,00;  ;IIP;          
Assistenza vendita cespite.             
    22;20120110  ;631.00006;501.00167;GF Consulting Impresa Sociale                               ;     ;     ;     ;     ;   ;  0,50;  ;IIP;          
Controllo problema errore non correggibi
le di mexal.                            
Spenta macchina virtuale di openerp,    
fatto riavviare il server, riavviata    
macchina virtuale e programma di openerp
    23;20120111  ;631.00006;501.00063;Zipperr s.r.l.                                              ;     ;     ;     ;     ;   ;  0,25;  ;IIP;     45,00
Attivazione parametro invio automatico  
ricevute di ritorno.                    
    24;20120111  ;631.00006;501.00032;General Food spa                                            ;     ;     ;     ;     ;   ;  1,00;  ;IIP;          
Modifica programma fatture in pdf con   
l'aggiunta del cliente 06.02446.        
Creazione copia dell'elaborazione trac- 
ciato record per invio ddt 06.02446.    
    25;20120111  ;631.00002;501.00008;Pan Chemicals spa                                           ;08.00;19.30;     ;     ;120; 13,50;  ;IIT;          
